Name,Chain,Category
Firi,Bitcoin,CEX
Firi,Cardano,CEX
Firi,Ethereum,CEX
Firi,Ripple,CEX
Firi,Solana,CEX
Flair Dex,Avalanche,Dexes
Flame DeFi,Tezos,Yield
Flamincome,Ethereum,Yield Aggregator
Flamingo Finance,NEO,Dexes
FlashLiquidity,Polygon,Dexes
FlashLiquidity,Polygon zkEVM,Dexes
Flashstake,Arbitrum,Yield
Flashstake,Ethereum,Yield
Flashstake,Optimism,Yield
Flashstake OLD,Ethereum,Yield
FlatCoin DEX,Tron,Farm
FlatQube,Everscale,Dexes
Flexa,Ethereum,Payments
Fliperino,EthereumPoW,Prediction Market
Float,Avalanche,Derivatives
Float,Polygon,Derivatives
Float Protocol,Ethereum,Yield
FlokiFi Locker,Arbitrum,Launchpad
FlokiFi Locker,Avalanche,Launchpad
FlokiFi Locker,Binance,Launchpad
FlokiFi Locker,Cronos,Launchpad
FlokiFi Locker,Dogechain,Launchpad
FlokiFi Locker,Ethereum,Launchpad
FlokiFi Locker,Evmos,Launchpad
FlokiFi Locker,Fantom,Launchpad
FlokiFi Locker,Kucoin,Launchpad
FlokiFi Locker,OKExChain,Launchpad
FlokiFi Locker,Optimism,Launchpad
FlokiFi Locker,Polygon,Launchpad
Floor Dao,Ethereum,Reserve Currency
Florence Finance,Ethereum,RWA
FlowX Finance,Sui,Dexes
FluidTokens,Cardano,Lending
Fluidity Money,Arbitrum,CDP
Fluidity Money,Ethereum,CDP
Fluity,Binance,CDP
Flux Exchange,Fantom,Derivatives
Flux Exchange,zkSync Era,Derivatives
Flux Finance,Ethereum,Lending
Flux Protocol,Arbitrum,Lending
Flux Protocol,Binance,Lending
Flux Protocol,Conflux,Lending
Flux Protocol,Ethereum,Lending
Flux Protocol,OKExChain,Lending
Flux Protocol,Polygon,Lending
FluxBeam,Solana,Dexes
Folks Finance Lending,Algorand,Lending
Foodcourt,Binance,Dexes
Foodcourt,REIchain,Dexes
FootballManager,Arbitrum,Gaming
ForTube,Binance,Lending
ForTube,Ethereum,Lending
ForTube,IoTeX,Lending
ForTube,OKExChain,Lending
ForTube,Polygon,Lending
Forge,Evmos,Dexes
Forge SX Ovens,Arbitrum,Synthetics
Forge SX Trade,Arbitrum,Dexes
Forta,Polygon,Services
Forteswap,Canto,Dexes
Forthewin Network,NEO,Dexes
Fortress,Avalanche,Reserve Currency
Fortress Loans,Binance,Lending
Fortune DAO,Cronos,Reserve Currency
Foundation,Ethereum,NFT Marketplace
Fountain Protocol,Oasis,Lending
FoxSwap,Harmony,Yield
Fractal Protocol,Arbitrum,Yield
Fractal Protocol,Avalanche,Yield
Fractal Protocol,Ethereum,Yield
Fractal Protocol,Polygon,Yield
Fractional Art,Ethereum,Indexes
Francium,Solana,Yield
Frax,Ethereum,Algo-Stables
Frax Ether,Ethereum,Liquid Staking
Frax FPI,Ethereum,Algo-Stables
Frax Swap,Arbitrum,Dexes
Frax Swap,Avalanche,Dexes
Frax Swap,Binance,Dexes
Frax Swap,Dogechain,Dexes
Frax Swap,Ethereum,Dexes
Frax Swap,Fantom,Dexes
Frax Swap,Moonbeam,Dexes
Frax Swap,Polygon,Dexes
Fraxlend,Ethereum,Lending
FreeLiquid,Ethereum,Lending
FreeRiver,Moonriver,Dexes
Freebie Life Finance,Avalanche,Prediction Market
Friends With Benefits,Ethereum,Services
Frigg.eco,Ethereum,RWA
Friktion,Solana,Options Vault
Fringe,Ethereum,Lending
Frog Nation Farm,Fantom,Farm
Frog Swap,Kekchain,Dexes
Frogge.Finance,EOS EVM,Dexes
Froggy Protocol,zkSync Era,Yield Aggregator
Frost Finance,Avalanche,Yield
Frozen Walrus Finance,Avalanche,Algo-Stables
Fruits of Ryoshi,Dogechain,Farm
FstSwap,Binance,Dexes
Fuji V1,Arbitrum,Lending
Fuji V1,Ethereum,Lending
Fuji V1,Fantom,Lending
Fuji V1,Optimism,Lending
Fuji V1,Polygon,Lending
Fuji V2,Arbitrum,Lending
Fuji V2,Ethereum,Lending
Fuji V2,Optimism,Lending
Fuji V2,Polygon,Lending
Fuji V2,xDai,Lending
Fulcrom,Cronos,Derivatives
FunBear,Kava,Services
FunBeast,Astar,Dexes
FunDex,Arbitrum,Dexes
FunDex,Kava,Dexes
FunDex,Optimism,Dexes
Furucombo,Polygon,Yield
FuryLabs Finance,Fantom,Farm
Fusion Dex,EthereumClassic,Dexes
Fusion Dex,Fantom,Dexes
Fusion Dex,Nova Network,Dexes
FusionX V2,Mantle,Dexes
FusionX V3,Mantle,Dexes
Future Swap,Findora,Dexes
FutureSwap,Arbitrum,Derivatives
FutureSwap,Avalanche,Derivatives
FutureSwap,Ethereum,Derivatives
Fuzz Finance,Harmony,Dexes
GARD,Algorand,CDP
GET Protocol,Ethereum,Services
GETH,Ethereum,Liquid Staking
GIBXSwap,Binance,Dexes
GLIF Pools Infinity Pool,Filecoin,Liquid Staking
GMD Protocol,Arbitrum,Yield Aggregator
GMD Protocol,Avalanche,Yield Aggregator
GMX,Arbitrum,Derivatives
GMX,Avalanche,Derivatives
GND Protocol,Arbitrum,Yield
GOGOcoin,Polygon,Yield
GPLX,Pulse,Derivatives
GTON Capital,Fantom,Reserve Currency
Gaia DAO,Avalanche,Reserve Currency
Gains Network,Arbitrum,Derivatives
Gains Network,Polygon,Derivatives
Gaj Finance,Avalanche,Yield
Gaj Finance,Polygon,Yield
Galatea Cash,Cronos,Algo-Stables
GalaxyGoogle DAO,Avalanche,Reserve Currency
GalaxyGoogle DAO,Binance,Reserve Currency
Gale,Binance,Yield
GaloSwap,zkSync Era,Dexes
Gambit Financial,Binance,Derivatives
Gamblefi,Cronos,Reserve Currency
Game Theory,Fantom,Algo-Stables
Gamma,Arbitrum,Liquidity manager
Gamma,Avalanche,Liquidity manager
Gamma,Binance,Liquidity manager
Gamma,Celo,Liquidity manager
Gamma,Ethereum,Liquidity manager
Gamma,Fantom,Liquidity manager
Gamma,Mantle,Liquidity manager
Gamma,Moonbeam,Liquidity manager
Gamma,Optimism,Liquidity manager
Gamma,Polygon,Liquidity manager
Gamma,Polygon zkEVM,Liquidity manager
Gamut Exchange,Kava,Dexes
Garbi Protocol,Arbitrum,Yield
Garble.Money,Tron,Privacy
Gardens DAO,xDai,Services
Gate-io,Arbitrum,CEX
Gate-io,Avalanche,CEX
Gate-io,Binance,CEX
Gate-io,Bitcoin,CEX
Gate-io,Cardano,CEX
Gate-io,Ethereum,CEX
Gate-io,Fantom,CEX
Gate-io,Optimism,CEX
Gate-io,Polygon,CEX
Gate-io,Ripple,CEX
Gate-io,Solana,CEX
Gate-io,Tron,CEX
Gaur Money,Cronos,Algo-Stables
Gearbox,Ethereum,Leveraged Farming
Geist Finance,Fantom,Lending
GemKeeper,Oasis,Dexes
GemMine,Fantom,Yield
GemSwap,zkSync Era,Dexes
Genesis Finance,Cronos,Dexes
Genesys,Fantom,Yield
Genius,Avalanche,Yield
Genius,Binance,Yield
Genius,Ethereum,Yield
Genius,Polygon,Yield
Genius,Pulse,Yield
Genius Yield,Cardano,Dexes
Genshiro,Genshiro,Lending
Gensokishi,Polygon,Gaming
Geode,Avalanche,Liquid Staking
Geyser,Ethereum,Yield
Geyser,Polygon,Yield
Ghast Protocol,Arbitrum,Yield Aggregator
Ghost,Kujira,Lending
GhostMarket,NEO,Liquid Staking
Gin Finance,Boba,Dexes
Gitcoin,Ethereum,Services
Giveth,Ethereum,Yield
Giveth,xDai,Yield
Giza DAO,Fantom,Reserve Currency
Glacier Finance,Avalanche,Dexes
Glide Finance,Elastos,Dexes
Glitter Finance,Algorand,Bridge
Glitter Finance,Solana,Bridge
Globiance,XDC,Dexes
GmCash,Arbitrum,Algo-Stables
Gnosis DAO,Ethereum,Services
Gnosis Protocol v1,Ethereum,Prediction Market
Go Ethereum,Optimism,Services
GoGoPool,Avalanche,Liquid Staking
GoSwap,GoChain,Dexes
Goat Swap,Solana,Dexes
Goblin FTM,Fantom,Yield
GoblinGold,Solana,Yield
Goblins Cash,smartBCH,Reserve Currency
Goldbank Finance,Arbitrum,Lending
Goldfinch,Ethereum,RWA Lending
Goledo,Conflux,Lending
Golem Network,Ethereum,Services
Golff Protocol,Binance,Yield
Golff Protocol,Ethereum,Yield
Golff Protocol,Heco,Yield
Gondola Finance,Avalanche,Dexes
Goober,Ethereum,Yield
GoodDollar,Ethereum,Yield
GoodDollar,Fuse,Yield
GoodEntry,Arbitrum,Derivatives
Goose Finance,Binance,Farm
GooseFX,Solana,Dexes
GotchiVault,Polygon,CDP
Governor DAO,Ethereum,Yield
Granary Finance,Arbitrum,Lending
Granary Finance,Avalanche,Lending
Granary Finance,Binance,Lending
Granary Finance,Ethereum,Lending
Granary Finance,Fantom,Lending
Granary Finance,Metis,Lending
Granary Finance,Optimism,Lending
Grape Finance,Avalanche,Algo-Stables
Grappa Finance,Ethereum,Options
GrassLand Finance,Polygon,Yield
Grave Finance,Avalanche,Algo-Stables
Gravis Finance,Binance,Dexes
Gravis Finance,Heco,Dexes
Gravis Finance,Polygon,Dexes
Gravita Protocol,Ethereum,CDP
Gravity Finance,Polygon,Dexes
Green Planet,Binance,Lending
Greenhouse,Polygon,Dexes
Gridex,Arbitrum,Dexes
Grim Finance,Arbitrum,Yield
Grim Finance,Avalanche,Yield
Grim Finance,Fantom,Yield
Grim Finance,Kava,Yield
Grim Finance,Polygon,Yield
Grim Finance,Telos,Yield
GrizzlyFi,Binance,Yield
Gro,Avalanche,Yield
Gro,Ethereum,Yield
GroveCoin,Binance,Farm
GroveCoin,Ethereum,Farm
GroveCoin,Grove,Farm
Growth DeFi,Avalanche,Yield
Growth DeFi,Binance,Yield
Growth DeFi,Fantom,Yield
Guard-Helmet,Binance,Insurance
Guard-Helmet,Polygon,Insurance
GumBall Protocol,Arbitrum,NFT Marketplace
Guru Network,Arbitrum,Yield
Guru Network,Avalanche,Yield
Guru Network,Binance,Yield
Guru Network,Echelon,Yield
Guru Network,Fantom,Yield
Guru Network,Kucoin,Yield
Guru Network,Metis,Yield
Guru Network,MultiVAC,Yield
GxyPad,zkSync Era,Dexes
Gyro,Binance,Reserve Currency
Gyroscope Protocol,Polygon,Dexes
H2Odata,Ethereum,CDP
HFIone,Heco,Yield
HMX,Arbitrum,Derivatives
HMX,Polygon,Derivatives
HOPE Swap,Ethereum,Dexes
HSwap,Heco,Dexes
HXRO Network,Solana,Derivatives
Hades Money,Metis,Algo-Stables
Hades Swap,Polis,Dexes
Hadouken AMM,GodwokenV1,Dexes
Hadouken Lend,GodwokenV1,Lending
Hakka Finance,Binance,Derivatives
Hakka Finance,Ethereum,Derivatives
HakuSwap,Avalanche,Dexes
HaloDAO,Arbitrum,Yield
HaloDAO,Ethereum,Yield
HaloDAO,Polygon,Yield
HaloFi,Celo,Services
HaloFi,Polygon,Services
Hamburger Finance,Arbitrum,Dexes
Harbor Protocol,Comdex,CDP
Harvest Finance,Arbitrum,Yield Aggregator
Harvest Finance,Ethereum,Yield Aggregator
Harvest Finance,Polygon,Yield Aggregator
HashDAO Finance,Arbitrum,Derivatives
HashDAO Finance,Optimism,Derivatives
HashKing,Filecoin,Liquid Staking
HashMix FIL,Filecoin,Staking Pool
Hashflow,Arbitrum,Dexes
Hashflow,Avalanche,Dexes
Hashflow,Binance,Dexes
Hashflow,Ethereum,Dexes
Hashflow,Optimism,Dexes
Hashflow,Polygon,Dexes
Hatom Lending,Elrond,Lending
Hatom Liquid Staking,Elrond,Liquid Staking
Hats.V1,Ethereum,Services
Hats.V2,Arbitrum,Services
Hats.V2,Binance,Services
Hats.V2,Ethereum,Services
Hats.V2,Optimism,Services
Hats.V2,Polygon,Services
Hawksight,Solana,Yield Aggregator
HebeSwap,EthereumClassic,Dexes
Hectagon,Binance,Services
Hector Lending,Fantom,Lending
Hector Treasury,Binance,Reserve Currency
Hector Treasury,Ethereum,Reserve Currency
Hector Treasury,Fantom,Reserve Currency
Hedge,Solana,CDP
HedgeFarm,Avalanche,Yield
Hedgehog,Ethereum,Liquidity manager
Hegic,Arbitrum,Options
Hegic,Ethereum,Options
HeliSwap,Hedera,Dexes
Helio Protocol,Binance,CDP
Helios Prime,Ethereum,Indexes
Helix,Injective,Dexes
Hera Finance,Metis,Dexes
Heraswap,Onus,Dexes
Hermes Defi,Harmony,Yield
Hermes Finance,Avalanche,Algo-Stables
Hermes Protocol,Metis,Dexes
Hex,Ethereum,Yield
Hexal,Binance,Reserve Currency
Hidden Hand,Arbitrum,Services
Hidden Hand,Ethereum,Services
Hidden Hand,Optimism,Services
HipPoWSwap,EthereumPoW,Dexes
HiveSwap,Map,Dexes
Hodl Fox,Mixin,Services
Hodltree,Ethereum,Lending
Hodltree,Polygon,Lending
HoldStation DeFutures,zkSync Era,Derivatives
Holdr,Aurora,Dexes
HomeCoin,Ethereum,CDP
Homora V2,Avalanche,Yield
Homora V2,Binance,Yield
Homora V2,Ethereum,Yield
Homora V2,Fantom,Yield
Homora V2,Optimism,Yield
HoneyFarm,Avalanche,Yield
HoneyFarm,Binance,Yield
Honeyswap,Polygon,Dexes
Honeyswap,xDai,Dexes
HonkSwap,smartBCH,Dexes
Hop Protocol,Arbitrum,Cross Chain
Hop Protocol,Arbitrum Nova,Cross Chain
Hop Protocol,Ethereum,Cross Chain
Hop Protocol,Optimism,Cross Chain
Hop Protocol,Polygon,Cross Chain
Hop Protocol,xDai,Cross Chain
HopSwap,Cronos,Dexes
Hord,Ethereum,Liquid Staking
Horizon Protocol,Binance,Derivatives
HorizonDEX,Linea,Dexes
Hotbit,Arbitrum,CEX
Hotbit,Avalanche,CEX
Hotbit,Binance,CEX
Hotbit,Bitcoin,CEX
Hotbit,Cronos,CEX
Hotbit,EOS,CEX
Hotbit,Ethereum,CEX
Hotbit,Fantom,CEX
Hotbit,Optimism,CEX
Hotbit,Polygon,CEX
Hotbit,Ripple,CEX
Hotbit,Tron,CEX
Hotfriescoin,Binance,Reserve Currency
Hotpot Finance,Binance,Yield
Houdini Swap,Ethereum,Dexes
Houses of Rome,Moonriver,Reserve Currency
HoustonSwap,Aptos,Dexes
Hpdex,HPB,Dexes
Hubble,Solana,CDP
Hubble Exchange,Avalanche,Derivatives
Huckleberry AMM,CLV,Dexes
Huckleberry AMM,Moonriver,Dexes
Huckleberry Lending,Moonriver,Lending
Humble Defi,Algorand,Dexes
Hummus Exchange,Metis,Dexes
Hundred Finance,Arbitrum,Lending
Hundred Finance,Ethereum,Lending
Hundred Finance,Fantom,Lending
Hundred Finance,Harmony,Lending
Hundred Finance,Moonriver,Lending
Hundred Finance,Optimism,Lending
Hundred Finance,Polygon,Lending
Hundred Finance,xDai,Lending
Hunny Finance,Binance,Yield
HunnySwap,Avalanche,Dexes
Huobi,Algorand,CEX
Huobi,Avalanche,CEX
Huobi,Bitcoin,CEX
Huobi,EOS,CEX
Huobi,Ethereum,CEX
Huobi,Litecoin,CEX
Huobi,Polygon,CEX
Huobi,Ripple,CEX
Huobi,Solana,CEX
Huobi,Tron,CEX
HurricaneSwap,Avalanche,Dexes
Hydradex V2,Hydra,Dexes
Hydradex V3,Hydra,Dexes
Hyper Finance,Binance,Yield
HyperJump,Binance,Dexes
HyperJump,Fantom,Dexes
HyperJump,Metis,Dexes
Hyperliquid,Arbitrum,Derivatives
Hyphen,Arbitrum,Bridge
Hyphen,Avalanche,Bridge
Hyphen,Binance,Bridge
Hyphen,Ethereum,Bridge
Hyphen,Optimism,Bridge
Hyphen,Polygon,Bridge
IBCX,Osmosis,Indexes
ICHI,Arbitrum,Liquidity manager
ICHI,Binance,Liquidity manager
ICHI,Ethereum,Liquidity manager
ICHI,Polygon,Liquidity manager
ICPSwap,ICP,Dexes
IDEX,Ethereum,Dexes
IDEX,Polygon,Dexes
IFPool,CSC,Liquid Staking
IFSwap,CSC,Dexes
INK Protocol,Terra,Yield
ION DAO,Osmosis,Synthetics
IPOR,Ethereum,Derivatives
IQ,Ethereum,Services
Ice Colony,Polygon,Yield
Ice DAO,Avalanche,Reserve Currency
IceCream Finance,Avalanche,Algo-Stables
IcecreamSwap,Bitgert,Dexes
IcecreamSwap,CORE,Dexes
IcecreamSwap,Dogechain,Dexes
IcecreamSwap,Fuse,Dexes
IcecreamSwap,Telos,Dexes
IcecreamSwap,XDC,Dexes
Ideamarket,Arbitrum,Derivatives
Idle,Ethereum,Yield Aggregator
Idle,Polygon,Yield Aggregator
Ignite Finance,Klaytn,Reserve Currency
Illuminate,Ethereum,Lending
Illuvium,Ethereum,Gaming
Immortal,Celo,Reserve Currency
ImmutableX,Ethereum,NFT Marketplace
ImpactMarket,Celo,Yield
Impermax Finance,Arbitrum,Yield
Impermax Finance,Avalanche,Yield
Impermax Finance,Ethereum,Yield
Impermax Finance,Fantom,Yield
Impermax Finance,Moonriver,Yield
Impermax Finance,Polygon,Yield
Impossible Finance,Aurora,Launchpad
Impossible Finance,Avalanche,Launchpad
Impossible Finance,Binance,Launchpad
Impossible Finance,Boba,Launchpad
Impossible Finance,Kava,Launchpad
Impossible Finance,Moonbeam,Launchpad
Impossible Finance,OKExChain,Launchpad
InVar Finance,Ethereum,RWA
Inbuilt Finance,Kava,Yield
Increment Lending,Flow,Lending
Increment Liquid Staking,Flow,Liquid Staking
Increment Swap,Flow,Dexes
Index Coop,Ethereum,Indexes
Indexed Finance,Ethereum,Indexes
India Covid Relief Fund,Ethereum,Services
Indigo,Cardano,CDP
InfiniTORR,Bittorrent,Dexes
Infinity Pad,Binance,Launchpad
Infinity Pad,Celo,Launchpad
Infinity Pad,Fuse,Launchpad
Infy Protocol,Kava,NFT Lending
Infy Protocol,Polygon,NFT Lending
Injective Bridge,Ethereum,Bridge
Instadapp,Ethereum,Services
Instrumental Finance,Ethereum,Yield
InsurAce,Avalanche,Insurance
InsurAce,Binance,Insurance
InsurAce,Ethereum,Insurance
InsurAce,Polygon,Insurance
InsureDAO,Arbitrum,Insurance
InsureDAO,Astar,Insurance
InsureDAO,Ethereum,Insurance
InsureDAO,Optimism,Insurance
Integral,Arbitrum,Dexes
Integral,Ethereum,Dexes
Intercroneswap,Binance,Dexes
Intercroneswap,Bittorrent,Dexes
Intercroneswap,Tron,Dexes
Interest Protocol,Ethereum,CDP
Interest Protocol-SUI,Sui,Dexes
Interlay BTC,Interlay,Bridge
Interlay Collateral,Interlay,Cross Chain
Interlay Staking,Interlay,Liquid Staking
Interport Finance,Arbitrum,Cross Chain
Interport Finance,Avalanche,Cross Chain
Interport Finance,Binance,Cross Chain
Interport Finance,Ethereum,Cross Chain
Interport Finance,Fantom,Cross Chain
Interport Finance,Polygon,Cross Chain
Interport Finance,Polygon zkEVM,Cross Chain
Interport Finance,zkSync Era,Cross Chain
Inuswap,Dogechain,Dexes
Invariant,Solana,Dexes
Inverse Finance FiRM,Ethereum,CDP
Inverse Finance Frontier,Ethereum,CDP
Investin,Solana,Indexes
InvictusDAO,Solana,Reserve Currency
IoTeX Monster Go,IoTeX,Gaming
Iron Bank,Avalanche,Lending
Iron Bank,Ethereum,Lending
Iron Bank,Fantom,Lending
Iron Bank,Optimism,Lending
Iron Finance,Avalanche,CDP
Iron Finance,Fantom,CDP
Iron Finance,Polygon,CDP
JBC.Finance,Arbitrum,Leveraged Farming
JLSwap,EOS EVM,Dexes
JOJO,Binance,Derivatives
JOJO,zkSync Era,Derivatives
JPEG'd,Ethereum,NFT Lending
JPool,Solana,Liquid Staking
JSwap,OKExChain,Dexes
Jade Protocol,Ethereum,Reserve Currency
JaguarSwap,Arbitrum,Yield
Jarvis Network,Arbitrum,Derivatives
Jarvis Network,Avalanche,Derivatives
Jarvis Network,Binance,Derivatives
Jarvis Network,Optimism,Derivatives
Jarvis Network,Polygon,Derivatives
Jarvis Network,xDai,Derivatives
JediSwap,Starknet,Dexes
Jelly,Ethereum,Yield
Jet Fixed Term,Solana,Lending
Jet Margin,Solana,Lending
Jet V1,Solana,Lending
JetFuel Finance,Binance,Yield
JetMine DAO,Fantom,Yield
JetSwap,Binance,Dexes
JetSwap,Fantom,Dexes
JetSwap,Polygon,Dexes
Jexchange,Elrond,Dexes
JioSwap,Ethereum,Dexes
JioSwap,GodwokenV1,Dexes
JioSwap,Meter,Dexes
Jito,Solana,Liquid Staking
Joe V2,Arbitrum,Dexes
Joe V2,Avalanche,Dexes
Joe V2,Binance,Dexes
Joe V2.1,Arbitrum,Dexes
Joe V2.1,Avalanche,Dexes
Joe V2.1,Binance,Dexes
Jones DAO,Arbitrum,Yield Aggregator
Jones DAO,Ethereum,Yield Aggregator
Joystick Club,smartBCH,Gaming
Juggler Red,Optimism,Dexes
Juicebox V1,Ethereum,Launchpad
Juicebox V2,Ethereum,Launchpad
Juicebox V3,Ethereum,Launchpad
Jujube Finance,Aptos,Dexes
JulSwap,Binance,Dexes
Jumbo Exchange,Near,Dexes
Junoswap,Juno,Dexes
Jupiter Aggregator,Solana,Dexes
Jupiter Swap,Kava,Dexes
Just Yield,Arbitrum,Yield Aggregator
JustCryptos,Tron,Bridge
JustLend,Tron,Lending
JustMoney,Binance,Dexes
JustMoney,Bittorrent,Dexes
JustMoney,Ethereum,Dexes
JustMoney,Polygon,Dexes
JustMoney,Tron,Dexes
JustStables,Tron,CDP
KACO Finance,Binance,Dexes
KACO Finance,Shiden,Dexes
KDLaunch,Kadena,Launchpad
KDSwap,Kadena,Dexes
KDex,Kava,Dexes
KEEP Network,Ethereum,Cross Chain
KLAYstation,Klaytn,Liquid Staking
KLEX Finance,Klaytn,Dexes
KLend,Binance,Lending
KLend,OKExChain,Lending
KMex,Kava,Derivatives
KPerp Exchange,Kava,Derivatives
KSwap,Kava,Dexes
KSwap Finance,OKExChain,Dexes
KTX.Finance,Binance,Derivatives
Kafe Finance,Cronos,Yield
Kafe Finance,Moonriver,Yield
KafiDAO,Kava,Farm
Kagla Finance,Astar,Dexes
Kaidex,Kardia,Dexes
Kalata,Binance,Synthetics
Kalmy App,Avalanche,Yield
Kalmy App,Binance,Yield
Kalmy App,Fantom,Yield
Kamino,Solana,Liquidity manager
Kandyland Finance,Avalanche,Reserve Currency
Kannagi Finance,zkSync Era,Yield Aggregator
Kanvas,Kava,NFT Marketplace
KapaSwap,Kava,Dexes
Kapinus,Binance,Dexes
Karma DAO,Avalanche,Reserve Currency
Karura Dollar (kUSD),Karura,Lending
Karura Liquid-Staking,Karura,Liquid Staking
Karura Swap,Karura,Dexes
Kasava Dex,Kava,Dexes
Kassandra DAO,Avalanche,Indexes
Kassandra DAO,Polygon,Indexes
Katana,Solana,Options Vault
Katana DEX,Ronin,Dexes
Kava Boost,Kava,Farm
Kava Earn,Kava,Yield Aggregator
Kava Football Club,Kava,Prediction Market
Kava Lend,Kava,Lending
Kava Liquid,Kava,Liquid Staking
Kava Mint,Kava,CDP
Kava Swap,Kava,Dexes
Kavacave,Kava,Yield
Kavastarter,Kava,Launchpad
KawaiiSwap,Binance,Yield
Kebab Finance,Binance,Dexes
Keep3r Network,Ethereum,Derivatives
KefirSwap,Kava,Dexes
Kei Finance,Ethereum,Yield
KekSwap,Kekchain,Dexes
Ketchup Finance,Binance,Yield
Key Finance,Arbitrum,Yield
KibbleSwap,Dogechain,Dexes
KillSwitch,Aurora,Yield Aggregator
KillSwitch,Binance,Yield Aggregator
KillSwitch,CLV,Yield Aggregator
KillSwitch,Kucoin,Yield Aggregator
Kimberlite,Arbitrum,Yield
Kimberlite,Binance,Yield
Kimberlite,CORE,Yield
Kimberlite,Dogechain,Yield
Kimberlite,Ethereum,Yield
Kimberlite,Kava,Yield
Kimberlite,Metis,Yield
Kimberlite,Polygon,Yield
Kimberlite,Polygon zkEVM,Yield
Kimberlite,Pulse,Yield
Kimochi,Binance,Services
Kine Finance,Avalanche,Yield
Kine Finance,Binance,Yield
Kine Finance,Ethereum,Yield
Kine Finance,Polygon,Yield
Kinesis Labs,Evmos,Dexes
King Finance,Binance,Services
KingDefi,Binance,Yield
KingDefi,Polygon,Yield
Kintsugi,Kintsugi,Cross Chain
Kinza Finance,Binance,Lending
Kitty Finance,Avalanche,Algo-Stables
Kitty Finance,Polygon,Algo-Stables
Kivach,Obyte,Payments
Klap,Klaytn,Lending
KlayBank,Klaytn,Lending
KlaySwap,Klaytn,Dexes
KlaySwap V3,Klaytn,Dexes
Klaylend Finance,Klaytn,Farm
Klayportal,Klaytn,Staking Pool
Kleros,Ethereum,Services
Kleros,xDai,Services
Kleva Farm,Klaytn,Leveraged Farming
Klima DAO,Polygon,Reserve Currency
Klondike Finance,Ethereum,Synthetics
KnightSwap Finance,Binance,Dexes
KnightSwap Finance,Fantom,Dexes
Knights of Fantom,Fantom,Farm
Knit Finance,Avalanche,Bridge
Knit Finance,Binance,Bridge
Knit Finance,Bitgert,Bridge
Knit Finance,Ethereum,Bridge
Knit Finance,Fantom,Bridge
Knit Finance,Harmony,Bridge
Knit Finance,Heco,Bridge
Knit Finance,Kava,Bridge
Knit Finance,Kucoin,Bridge
Knit Finance,Milkomeda,Bridge
Knit Finance,Moonbeam,Bridge
Knit Finance,Moonriver,Bridge
Knit Finance,OKExChain,Bridge
Knit Finance,Polygon,Bridge
Knit Finance,Reef,Bridge
Knit Finance,Syscoin,Bridge
Knit Finance,Telos,Bridge
Knit Finance,xDai,Bridge
Know-To-Earn,IoTeX,Services
Koala Defi,Binance,Farm
Koala Defi,Polygon,Farm
KoffeeSwap,Kucoin,Dexes
Kogefarm,Fantom,Yield
Kogefarm,Kava,Yield
Kogefarm,Moonriver,Yield
Kogefarm,Polygon,Yield
Kokoa Finance,Klaytn,CDP
Kokomo Finance,Arbitrum,Lending
Kokomo Finance,Optimism,Lending
KokomoSwap,Binance,Dexes
Kokonut Swap,Klaytn,Dexes
Kokonut Swap,Polygon zkEVM,Dexes
Kolibri,Tezos,CDP
Kommunitas,Arbitrum,Launchpad
Kommunitas,Polygon,Launchpad
Konverter,WEMIX,Dexes
Korbit,Bitcoin,CEX
Korbit,Ethereum,CEX
Korbit,Ripple,CEX
KordFi,Tezos,Yield
Koyo Finance,Boba,Dexes
KriyaDEX,Sui,Dexes
Kromatika,Arbitrum,Dexes
Kromatika,Ethereum,Dexes
Kromatika,Optimism,Dexes
Kromatika,Polygon,Dexes
Kronos DAO,Klaytn,Reserve Currency
KronosDAO,Binance,Reserve Currency
KryptoDex,Cronos,Dexes
KuSwap,Kucoin,Dexes
Kucoin,Algorand,CEX
Kucoin,Arbitrum,CEX
Kucoin,Bitcoin,CEX
Kucoin,EOS,CEX
Kucoin,Ethereum,CEX
Kucoin,Kucoin,CEX
Kucoin,Optimism,CEX
Kucoin,Tron,CEX
Kujira Orca,Kujira,Services
Kumu Finance,Klaytn,Yield
KungFuu,Fantom,Yield
Kurrency,WEMIX,CDP
Kuu Finance,Avalanche,Dexes
Kwenta,Optimism,Derivatives
KwikSwap,Binance,Dexes
KwikSwap,Ethereum,Dexes
KwikSwap,Polygon,Dexes
KwikSwap,Shiden,Dexes
KyberSwap Classic,Arbitrum,Dexes
KyberSwap Classic,Aurora,Dexes
KyberSwap Classic,Avalanche,Dexes
KyberSwap Classic,Binance,Dexes
KyberSwap Classic,Bittorrent,Dexes
KyberSwap Classic,Cronos,Dexes
KyberSwap Classic,Ethereum,Dexes
KyberSwap Classic,Fantom,Dexes
KyberSwap Classic,Oasis,Dexes
KyberSwap Classic,Optimism,Dexes
KyberSwap Classic,Polygon,Dexes
KyberSwap Classic,Velas,Dexes
KyberSwap Elastic,Arbitrum,Dexes
KyberSwap Elastic,Avalanche,Dexes
KyberSwap Elastic,Binance,Dexes
KyberSwap Elastic,Cronos,Dexes
KyberSwap Elastic,Ethereum,Dexes
KyberSwap Elastic,Fantom,Dexes
KyberSwap Elastic,Optimism,Dexes
KyberSwap Elastic,Polygon,Dexes
Kyborg Exchange,Arbitrum,Dexes
